Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
batch,50,701,649,935,973,1094,424,1094,0.000%,25.32928,6.11,4.01
TOTAL,50,701,649,935,973,1094,424,1094,0.000%,25.32928,6.11,4.01
