Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
batch,300,3031,2476,6523,7254,8007,400,8529,0.000%,31.85728,7.68,5.04
TOTAL,300,3031,2476,6523,7254,8007,400,8529,0.000%,31.85728,7.68,5.04
