timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1688259109310,14422,Create User,200,OK,DB 2-6,text,true,,248,418,150,200,http://microserviceLB-980459616.us-east-1.elb.amazonaws.com/create_user,14422,0,270
1688259109288,14448,Create User,200,OK,DB 2-3,text,true,,248,418,150,200,http://microserviceLB-980459616.us-east-1.elb.amazonaws.com/create_user,14448,0,294
1688259109365,14861,Create User,200,OK,DB 2-14,text,true,,248,418,150,200,http://microserviceLB-980459616.us-east-1.elb.amazonaws.com/create_user,14861,0,215
1688259109371,14869,Create User,200,OK,DB 2-15,text,true,,248,418,150,200,http://microserviceLB-980459616.us-east-1.elb.amazonaws.com/create_user,14869,0,215
1688259109336,15191,Create User,200,OK,DB 2-10,text,true,,248,418,150,200,http://microserviceLB-980459616.us-east-1.elb.amazonaws.com/create_user,15191,0,250
1688259109295,15236,Create User,200,OK,DB 2-4,text,true,,248,418,150,200,http://microserviceLB-980459616.us-east-1.elb.amazonaws.com/create_user,15236,0,300
1688259109302,15230,Create User,200,OK,DB 2-5,text,true,,248,418,150,200,http://microserviceLB-980459616.us-east-1.elb.amazonaws.com/create_user,15230,0,289
1688259109420,15119,Create User,200,OK,DB 2-22,text,true,,248,418,150,200,http://microserviceLB-980459616.us-east-1.elb.amazonaws.com/create_user,15119,0,212
1688259109274,15265,Create User,200,OK,DB 2-1,text,true,,248,418,150,200,http://microserviceLB-980459616.us-east-1.elb.amazonaws.com/create_user,15265,0,323
1688259109427,15117,Create User,200,OK,DB 2-23,text,true,,248,418,150,200,http://microserviceLB-980459616.us-east-1.elb.amazonaws.com/create_user,15117,0,218
1688259109344,15373,Create User,200,OK,DB 2-11,text,true,,248,418,150,200,http://microserviceLB-980459616.us-east-1.elb.amazonaws.com/create_user,15373,0,242
1688259109358,15951,Create User,200,OK,DB 2-13,text,true,,248,418,150,200,http://microserviceLB-980459616.us-east-1.elb.amazonaws.com/create_user,15951,0,231
1688259109413,15899,Create User,200,OK,DB 2-21,text,true,,248,418,150,200,http://microserviceLB-980459616.us-east-1.elb.amazonaws.com/create_user,15899,0,200
1688259109399,15980,Create User,200,OK,DB 2-19,text,true,,248,418,150,200,http://microserviceLB-980459616.us-east-1.elb.amazonaws.com/create_user,15980,0,200
1688259109449,15956,Create User,200,OK,DB 2-26,text,true,,248,418,150,200,http://microserviceLB-980459616.us-east-1.elb.amazonaws.com/create_user,15956,0,204
1688259109440,16138,Create User,200,OK,DB 2-25,text,true,,248,418,150,200,http://microserviceLB-980459616.us-east-1.elb.amazonaws.com/create_user,16138,0,212
1688259109588,16367,Create User,200,OK,DB 2-46,text,true,,248,418,150,200,http://microserviceLB-980459616.us-east-1.elb.amazonaws.com/create_user,16367,0,212
1688259109323,16762,Create User,200,OK,DB 2-8,text,true,,248,418,150,199,http://microserviceLB-980459616.us-east-1.elb.amazonaws.com/create_user,16762,0,275
1688259109476,16669,Create User,200,OK,DB 2-30,text,true,,248,418,150,199,http://microserviceLB-980459616.us-east-1.elb.amazonaws.com/create_user,16669,0,206
1688259109540,16610,Create User,200,OK,DB 2-39,text,true,,248,418,150,199,http://microserviceLB-980459616.us-east-1.elb.amazonaws.com/create_user,16610,0,212
1688259109498,16819,Create User,200,OK,DB 2-33,text,true,,248,418,150,199,http://microserviceLB-980459616.us-east-1.elb.amazonaws.com/create_user,16819,0,196
1688259109636,16682,Create User,200,OK,DB 2-53,text,true,,248,418,150,199,http://microserviceLB-980459616.us-east-1.elb.amazonaws.com/create_user,16682,0,210
1688259109483,16838,Create User,200,OK,DB 2-31,text,true,,248,418,150,199,http://microserviceLB-980459616.us-east-1.elb.amazonaws.com/create_user,16838,0,210
1688259109573,16770,Create User,200,OK,DB 2-44,text,true,,248,418,150,199,http://microserviceLB-980459616.us-east-1.elb.amazonaws.com/create_user,16770,0,201
1688259109547,16916,Create User,200,OK,DB 2-40,text,true,,248,418,150,199,http://microserviceLB-980459616.us-east-1.elb.amazonaws.com/create_user,16916,0,201
1688259109505,17027,Create User,200,OK,DB 2-34,text,true,,248,418,150,199,http://microserviceLB-980459616.us-east-1.elb.amazonaws.com/create_user,17027,0,206
1688259109469,17115,Create User,200,OK,DB 2-29,text,true,,248,418,150,199,http://microserviceLB-980459616.us-east-1.elb.amazonaws.com/create_user,17115,0,206
1688259109512,17083,Create User,200,OK,DB 2-35,text,true,,248,418,150,199,http://microserviceLB-980459616.us-east-1.elb.amazonaws.com/create_user,17083,0,211
1688259109729,16868,Create User,200,OK,DB 2-66,text,true,,248,418,150,199,http://microserviceLB-980459616.us-east-1.elb.amazonaws.com/create_user,16867,0,198
1688259109594,17006,Create User,200,OK,DB 2-47,text,true,,248,418,150,199,http://microserviceLB-980459616.us-east-1.elb.amazonaws.com/create_user,17006,0,203
1688259110126,16474,Create User,200,OK,DB 2-123,text,true,,248,418,150,199,http://microserviceLB-980459616.us-east-1.elb.amazonaws.com/create_user,16474,0,210
1688259109980,16620,Create User,200,OK,DB 2-102,text,true,,248,418,150,199,http://microserviceLB-980459616.us-east-1.elb.amazonaws.com/create_user,16620,0,203
1688259109665,16936,Create User,200,OK,DB 2-57,text,true,,248,418,150,199,http://microserviceLB-980459616.us-east-1.elb.amazonaws.com/create_user,16936,0,210
1688259110170,16434,Create User,200,OK,DB 2-129,text,true,,248,418,150,199,http://microserviceLB-980459616.us-east-1.elb.amazonaws.com/create_user,16434,0,205
1688259110224,16382,Create User,200,OK,DB 2-137,text,true,,248,418,150,199,http://microserviceLB-980459616.us-east-1.elb.amazonaws.com/create_user,16382,0,204
