Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
batch,150,1247,1102,2270,2429,2749,407,2821,0.000%,38.89033,9.38,6.15
TOTAL,150,1247,1102,2270,2429,2749,407,2821,0.000%,38.89033,9.38,6.15
