Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
/static,50,1852,1901,3170,3310,3511,416,3511,0.000%,11.76194,8.27,1.87
/index.js,50,3313,3073,4682,4845,5090,2187,5090,0.000%,7.74593,1224.28,1.25
/index.css,50,3293,2863,4593,4920,9448,2055,9448,0.000%,3.84349,734.61,0.62
/image3.jpg,50,4744,4742,6266,6425,8972,276,8972,2.000%,3.99553,1322.23,0.65
/image2.jpg,50,1449,1392,1904,1942,2470,841,2470,0.000%,4.49762,293.47,0.73
/image1.jpg,50,1328,1284,1701,1761,1951,831,1951,0.000%,4.45434,314.96,0.73
TOTAL,300,2663,2278,4845,5753,6757,276,9448,0.333%,14.53911,1979.20,2.35
